"hmrc_code","measure","code_description"
"871130100","KG","Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder capacity > 250 cm│ to 380 cm│"
"30611900","KG","Frozen rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", even in shell, incl. rock lobster and other sea crawfish in shell, cooked by steaming or by boiling in water (excl. crawfish tails and smoked)"
"30626900","KG","Cold-water shrimps and prawns ""Pandalus spp."", even in shell, live, fresh, chilled, dried, salted or in brine, incl. shrimps and prawns in shell, cooked by steaming or by boiling in water (excl. smoked)"
"30759100","KG","Octopus ""Octopus spp."", frozen (excl. smoked)"
"30791900","KG","Live, fresh or chilled molluscs, fit for human consumption, even in shell (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, mussels ""Mytilus spp., Perna spp."", cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."", squid ""Om"
"40120190","KG","Milk and cream of a fat content by weight of <= 3% but > 1%, not concentrated nor containing added sugar or other sweetening matter (excl. in immediate packings of <= 2 l)"
"40310110","KG","Yogurt (excl. flavoured or with added fruit, nuts or cocoa, not containing added sugar or other sweetening matter), of a fat content by weight <= 3,0%"
"40410840","KG","Whey and modified whey, whether or not concentrated, containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of > 15% and of a fat content, by weight, of > 27% (excl. in powder, granules or other solid "
"40610800","KG","Fresh cheese ""unripened or uncured cheese"", incl. whey cheese and curd of a fat content, by weight, of > 40%"
"40690610","KG","Grana Padano and Parmigiano Reggiano, of a fat content by weight of <= 40% and a water content, by weight, of non-fatty matter of <= 47% (excl. grated or powdered and for processing)"
"60290500","KG","Live outdoor plants, incl. their roots (excl. bulbs, tubers, tuberous roots, corms, crowns and rhizomes, incl. chicory plants and roots, unrooted cuttings, slips, rhododendrons, azaleas, roses, mushroom spawn, pineapple plants, vegetable and strawberry pl"
"70960990","KG","Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)"
"71190900","KG","Mixture of vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
"71450000","KG","Yautia ""Xanthosoma spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
"80252000","KG","Fresh or dried pistachios, shelled"
"80510800","KG","Fresh or dried oranges (excl. fresh sweet oranges)"
"80711000","KG","Fresh watermelons"
"81040900","KG","Fresh fruits of genus Vaccinium (excl. of species Vaccinium vitis-idaea, myrtillus, macrocarpum and corymbosum)"
"81190750","KG","Sour cherries ""Prunus cerasus"", whether or not boiled or steamed, frozen, not containing sugar or other sweetening matter"
"90720000","KG","Cloves, whole fruit, cloves and stems, crushed or ground"
"91011000","KG","Ginger, neither crushed nor ground"
"91099310","KG","Wild thyme ""Thymus serpyllum"" (excl. crushed or ground)"
"100610210","KG","Round grain rice in husk, parboiled"
"100620110","KG","Round grain husked [brown] rice, parboiled"
"100630250","KG","Semi-milled long grain rice, length-width ratio > 2 but < 3, parboiled"
"110220900","KG","Maize flour, with fat content of > 1,5% by weight"
"110319400","KG","Groats and meal of oats"
"110419100","KG","Rolled or flaked wheat grains"
"110422500","KG","Pearled oat grains"
"110429050","KG","Pearled barley grains"
"110429590","KG","Cereal grains, not otherwise worked than kibbled (other than barley, oats, maize, wheat and rye)"
"110630900","KG","Flour, meal and powder of produce of chapter 8 ""Edible fruit and nuts; peel of citrus fruits or melons"" (other than bananas)"
"120600100","KG","Sunflower seeds for sowing"
"120791900","KG","Poppy seeds, whether or not broken (excl. for sowing)"
"120929800","KG","Seeds of forage plants, for sowing (excl. cereals and fodder beet seed ""Beta vulgaris var. alba"", sugar beet seed, lucerne seed, clover ""Trifolium spp."" seed, fesque seed, Kentucky blue grass ""Poa pratensis L."" seed, ryegrass ""Lolium multiflorum lam., Lol"
"130190000","KG","Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excl. gum Arabic)"
"150110900","KG","Lard, rendered or otherwise extracted (excl. for technical/industrial uses, and lard stearin and lard oil)"
"151229100","KG","Cotton-seed oil and its fractions, whether or not refined, but not chemically modified, for technical or industrial uses (excl. crude and for manufacture of foodstuffs)"
"151491100","KG","High erucic acid rape or colza oil ""fixed oil which has an erucic acid content of >= 2%"", and mustard oil, crude, for technical or industrial uses (excl. for manufacture of foodstuffs for human consumption)"
"151620950","KG","Rapeseed, colza, linseed, sunflower-seed, illipe, karite, makore, touloucouna or babassu oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, for technical or industrial uses, in "
"160239210","KG","Uncooked, prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus, containing >= 57% meat or offal of poultry (excl. sausages and similar products, and preparations of liver)"
"160249110","KG","Prepared or preserved domestic swine loins and parts thereof, incl. mixtures of loins or hams (excl. collars)"
"160432000","KG","Caviar substitutes prepared from fish eggs"
"160553100","KG","Mussels, prepared or preserved, in airtight containers (excl. merely smoked)"
"170230900","KG","Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter and not containing fructose or containing in the dry state < 20% by weight of fructose (excl. isoglucose and glucose ""dextrose"" in the form of white crystalline p"
"170490990","KG","Pastes, marzipan, nougat and other prepared sugar confectionery, not containing cocoa (excl. chewing gum, white chocolate, throat pastilles and cough drops, gum and jelly confectionery incl. fruit pastes in the form of sugar confectionery, boiled sweets, "
"200290910","KG","Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid, with dry matter content of > 30%, in immediate packings of a net content of > 1 kg (excl. whole or in pieces)"
"190531300","KG","Sweet biscuits, whether or not containing cocoa, containing >= 8% milkfats (excl. coated or covered with chocolate or cocoa preparations)"
"200190700","KG","Sweet peppers, prepared or preserved by vinegar or acetic acid"
"200599800","KG","Vegetables, prepared or preserved otherwise than by vinegar or acetic acid, not frozen (excl. preserved by sugar, homogenised vegetables of subheading 2005.10, and tomatoes, mushrooms, truffles, potatoes, sauerkraut, peas ""Pisum sativum"", beans ""Vigna spp"
"200820390","KG","Pineapples, prepared or preserved, containing added spirit, in immediate packings of a net content of <= 1 kg (excl. with sugar content of > 19%)"
"200830590","KG","Citrus fruits, prepared or preserved, containing added sugar but no added spirit, in immediate packings of a net content of > 1 kg (excl. grapefruit segments, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)"
"200850610","KG","Apricots, prepared or preserved, containing no spirit but with added sugar, with sugar content of > 13%, in immediate packings of a net content of > 1 kg"
"200893290","KG","Cranberries ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"", prepared or preserved, containing added spirit, with a sugar content of <= 9% by weight and of an actual alcoholic strength of > 11,85% mas (excl. preserved with sugar but no"
"200897590","KG","Mixtures of fruit or other edible parts of plants, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of > 1 kg (excl. mixtures of tropical fruits and tropical fruits and nuts of a type sp"
"200899340","KG","Fruit and other edible parts of plants, prepared or preserved, containing added spirit, with a sugar content of > 9% by weight and of an actual alcoholic strength of > 11,85% mas (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marm"
"200979910","KG","Apple juice, unfermented, Brix value > 20 but <= 67 at 20░C, value of <= 18 Ç per 100 kg, d containing > 30% added sugar (excl. containing spirit)"
"210390900","KG","Sauces and preparations therefor, mixed condiments and mixed seasonings (excl. soya sauce, tomato ketchup and other tomato sauces, liquid mango chutney and aromatic bitters of subheading 2103.90.30)"
